Ref,Common_group,Common_species,Genus,Species,fp,fpn,fp_last,ad,adn,ad_last,Column1
4136,Gull,Lesser Black-backed,Larus,fuscus,0.7442,77,8/21/22,0.3155,71,5/8/22,4136
4138,Cisticola,Rufous-winged,Cisticola,galactotes,0.7538,78,2/19/22,0.1155,26,5/8/22,4138
5708,Leaflove,Yellow-throated ,Atimastillas,flavicollis,1.4884,154,9/5/22,0.1244,28,9/2/22,5708
7865,Boubou,Black ,Laniarius,nigerrimus,0.0097,1,1/18/19,0.0044,1,10/2/18,7865
7866,Boubou,Tropical,Laniarius,major,8.4179,871,9/26/22,2.3863,537,9/25/22,7866
7867,Boubou,East Coast,Laniarius,sublacteus,5.8761,608,9/21/22,1.5998,360,9/25/22,7867
7878,Shrike,Red-tailed,Lanius,phoenicuroides,0.6089,63,4/17/22,0.1289,29,4/15/22,7878
7887,Fiscal,Northern,Lanius,humeralis,25.186,2606,9/26/22,7.239,1629,9/28/22,7887
8090,Mannikin,Black and White,Spermestes,bicolor,1.788,185,9/5/22,0.3999,90,8/21/22,8090
9638,Cormorant,Great,Phalacrocorax,carbo,1.3917,144,9/25/22,0.3955,89,9/28/22,9638
10031,Lovebird,fischeri x personatus,Agapornis ,fischeri x personatus,3.5469,367,9/3/22,0.7421,167,9/24/22,10031
10874,White-eye,Northern Yellow,Zosterops,senegalensis,1.2854,133,9/5/22,0.1644,37,9/25/22,10874
10876,Pipit,Long-billed,Anthus,similis,0.9858,102,8/28/22,0.1378,31,5/2/22,10876
11491,Bulbul,Common,Pycnonotus,barbatus,21.2332,2197,9/26/22,7.9767,1795,9/28/22,11491
13633,White-eye,Southern Yellow,Zosterops,anderssoni,0.9278,96,12/25/21,0.0267,6,7/14/21,13633
14189,Kite,Black,Milvus,migrans,0.2899,30,10/4/18,0.0844,19,7/31/21,14189
14191,Chatterer,Rufous ,Argya,rubiginosa,0.7732,80,11/28/19,0.08,18,4/10/19,14191
14193,Boubou,Ethiopian,laniarius,aethiopicus,2.0489,212,9/5/22,0.6577,148,6/19/22,14193
0,,,,,5.5088,570,5/5/20,1.5509,349,5/1/20,#N/A
3828,,Quailfinch (ssp gabonensis),Ortygospiza,atricollis gabonensis,0.0097,1,2/5/22,0,0,-,3828
2310,Batis,West African,Batis,occulta,0.0193,2,9/2/22,0.0133,3,4/9/21,2310
1880,Dove,Vinaceous,Streptopelia,vinacea,0.0097,1,5/3/22,0,0,-,1880
1194,Leafbird,Yellow-throated ,Chloropsis,palawanensis,0.0387,4,6/21/22,0,0,-,1194
20004,Lovebird,Hybrid,Agapornis,hybrid,0.029,3,8/21/21,0.0089,2,7/23/22,20004
3692,Pipit,Jackson's,Anthus,latistriatus,0.0097,1,6/18/22,0,0,-,3692
3184,Prinia,River,Prinia,fluviatilis,0.0097,1,5/6/22,0,0,-,3184
2370,Raven,Brown-necked,Corvus,ruficollis,0,0,-,0.0044,1,4/30/22,2370
3958,Seedcracker,Black-bellied,Pyrenestes,ostrinus,0.0097,1,9/1/22,0,0,-,3958
7863,Starling,Lesser Blue-eared,Lamprotornis,chloropterus,0.058,6,5/1/22,0.0489,11,9/2/22,7863
3600,Sunbird,Usambara Double-collared,Cinnyris,usambaricus,0.0097,1,7/3/20,0.0044,1,7/2/22,3600
10878,White-eye,Abyssinian,Zosterops,flavilateralis,5.8471,605,9/4/22,0.8577,193,7/14/22,10878
